ID,Attribute,Value
1426,Body type,Compact SLR
1426,Max resolution,3872 x 2592
1426,Effective pixels,10 megapixels
1426,Sensor size,APS-C (23.6 x 15.8 mm)
1426,Sensor type,CCD
1426,ISO,"Auto, 100, 200, 400, 800, 1600, 3200"
1426,Lens mount,Sony/Minolta Alpha
1426,Focal length mult.,1.5×
1426,Articulated LCD,No
1426,Screen size,2.7″
1426,Screen dots,"230,000"
1426,Max shutter speed,1/4000 sec
1426,Storage types,Compact Flash
1426,USB,USB 2.0 (480 Mbit/sec)
1426,Weight (inc. batteries),572 g (1.26 lb / 20.18 oz)
1426,Dimensions,131 x 99 x 71 mm (5.16 x 3.9 x 2.8″)
1427,Body type,Compact
1427,Max resolution,2816 x 2112
1427,Effective pixels,6 megapixels
1427,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1427,Sensor type,CMOS
1427,ISO,"Auto, 100, 200, 400, 800, 1600"
1427,Focal length (equiv.),36–432 mm
1427,Max aperture,F2.7–4.6
1427,Screen size,2.8″
1427,Screen dots,"230,000"
1427,Max shutter speed,1/40000 sec
1427,Format,H.264
1427,Storage types,SD/SDHC/MMC card
1427,USB,USB 2.0 (480 Mbit/sec)
1427,Weight (inc. batteries),671 g (1.48 lb / 23.67 oz)
1427,Dimensions,128 x 80 x 130 mm (5.04 x 3.15 x 5.12″)
1429,Body type,Compact
1429,Max resolution,3072 x 2304
1429,Effective pixels,7 megapixels
1429,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1429,Sensor type,CCD
1429,ISO,"Auto, 100, 200, 400, 800, 1250"
1429,Focal length (equiv.),35–105 mm
1429,Max aperture,F2.4–4.8
1429,Screen size,2.4″
1429,Screen dots,"112,000"
1429,Max shutter speed,1/2000 sec
1429,Storage types,"Memory Stick Duo / Pro Duo, Internal"
1429,USB,USB 1.0 (1.5 Mbit/sec)
1429,Weight (inc. batteries),189 g (0.42 lb / 6.67 oz)
1429,Dimensions,91 x 61 x 29 mm (3.58 x 2.4 x 1.14″)
1430,Body type,Compact
1430,Max resolution,3072 x 2304
1430,Effective pixels,7 megapixels
1430,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1430,Sensor type,CCD
1430,ISO,"Auto, 80, 100, 200, 400, 800, 1000"
1430,Focal length (equiv.),38–114 mm
1430,Max aperture,F2.8–5.2
1430,Screen size,2.4″
1430,Screen dots,"230,000"
1430,Max shutter speed,1/2000 sec
1430,Storage types,"SD/MMC/SDHC card, Internal"
1430,USB,USB 2.0 (480 Mbit/sec)
1430,Weight (inc. batteries),173 g (0.38 lb / 6.10 oz)
1430,Dimensions,93 x 62 x 27 mm (3.66 x 2.44 x 1.06″)
1431,Body type,Compact
1431,Max resolution,3264 x 2448
1431,Effective pixels,8 megapixels
1431,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1431,Sensor type,CCD
1431,ISO,"Auto, 80, 100, 200, 400, 800, 1000"
1431,Focal length (equiv.),38–114 mm
1431,Max aperture,F2.8–5.2
1431,Screen size,2.4″
1431,Screen dots,"230,000"
1431,Max shutter speed,1/2000 sec
1431,Storage types,"SD/MMC/SDHC card, Internal"
1431,USB,USB 2.0 (480 Mbit/sec)
1431,Weight (inc. batteries),173 g (0.38 lb / 6.10 oz)
1431,Dimensions,93 x 62 x 27 mm (3.66 x 2.44 x 1.06″)
1432,Body type,Compact
1432,Max resolution,3648 x 2736
1432,Effective pixels,10 megapixels
1432,Sensor size,"1/1.75"" (7.36 x 5.52 mm)"
1432,Sensor type,CCD
1432,ISO,"Auto, 80, 100, 200, 400, 800, 1600"
1432,Focal length (equiv.),28 mm
1432,Max aperture,F2.4
1432,Articulated LCD,No
1432,Screen size,2.7″
1432,Screen dots,"230,000"
1432,Max shutter speed,1/2000 sec
1432,Storage types,"SD/SDHC, Internal"
1432,USB,USB 2.0 (480 Mbit/sec)
1432,Weight (inc. batteries),200 g (0.44 lb / 7.05 oz)
1432,Dimensions,107 x 25 x 58 mm (4.21 x 0.98 x 2.28″)
1432,GPS,None
1433,Body type,Ultracompact
1433,Max resolution,3264 x 2448
1433,Effective pixels,8 megapixels
1433,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1433,Sensor type,CCD
1433,ISO,"Auto, 80, 100, 200, 400, 800, 1600, 3200"
1433,Focal length (equiv.),38–114 mm
1433,Max aperture,F3.5–4.5
1433,Screen size,2.7″
1433,Screen dots,"230,000"
1433,Max shutter speed,1/1000 sec
1433,Storage types,"Memory Stick Duo / Pro Duo, Internal"
1433,USB,USB 1.0 (1.5 Mbit/sec)
1433,Weight (inc. batteries),156 g (0.34 lb / 5.50 oz)
1433,Dimensions,87 x 57 x 20 mm (3.43 x 2.24 x 0.79″)
1434,Body type,Mid-size SLR
1434,Max resolution,3648 x 2736
1434,Effective pixels,10 megapixels
1434,Sensor size,Four Thirds (17.3 x 13 mm)
1434,Sensor type,CMOS
1434,ISO,"Auto, 100, 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200"
1434,Lens mount,Four Thirds
1434,Focal length mult.,2×
1434,Articulated LCD,Fully articulated
1434,Screen size,2.5″
1434,Screen dots,"230,000"
1434,Max shutter speed,1/8000 sec
1434,Storage types,"Compact Flash (Type I or II), xD Picture Card"
1434,USB,USB 2.0 (480 Mbit/sec)
1434,Weight (inc. batteries),890 g (1.96 lb / 31.39 oz)
1434,Dimensions,142 x 116 x 75 mm (5.59 x 4.57 x 2.95″)
1434,GPS,None
1435,Body type,Compact
1435,Max resolution,4000 x 3000
1435,Effective pixels,12 megapixels
1435,Sensor size,"1/1.7"" (7.44 x 5.58 mm)"
1435,Sensor type,CCD
1435,ISO,"Auto, 64, 100, 200, 400, 800, 1600"
1435,Focal length (equiv.),37–111 mm
1435,Max aperture,F2.8–5.4
1435,Screen size,2.5″
1435,Screen dots,"232,000"
1435,Max shutter speed,1/2000 sec
1435,Format,MPEG-4
1435,Storage types,"SD/SDHC card, Internal"
1435,USB,USB 2.0 (480 Mbit/sec)
1435,Weight (inc. batteries),170 g (0.37 lb / 6.00 oz)
1435,Dimensions,91 x 57 x 24 mm (3.58 x 2.24 x 0.94″)
1436,Body type,Ultracompact
1436,Max resolution,3264 x 2448
1436,Effective pixels,8 megapixels
1436,Sensor size,"1/2.35"" (5.76 x 4.32 mm)"
1436,Sensor type,CCD
1436,ISO,"Auto, 50, 100, 200, 400, 800, 1600, 3200"
1436,Focal length (equiv.),36–108 mm
1436,Max aperture,F3.1–5.9
1436,Screen size,3″
1436,Screen dots,"230,000"
1436,Max shutter speed,1/2000 sec
1436,Storage types,"SD/SDHC card, Internal"
1436,USB,USB 2.0 (480 Mbit/sec)
1436,Weight (inc. batteries),160 g (0.35 lb / 5.64 oz)
1436,Dimensions,95 x 58 x 19 mm (3.74 x 2.28 x 0.75″)
1437,Body type,Mid-size SLR
1437,Max resolution,4272 x 2848
1437,Effective pixels,12 megapixels
1437,Sensor size,APS-C (23.5 x 15.6 mm)
1437,Sensor type,CMOS
1437,ISO,"Auto, 100, 200, 400, 800, 1600, (up to 6400)"
1437,Lens mount,Sony/Minolta Alpha
1437,Focal length mult.,1.5×
1437,Articulated LCD,No
1437,Screen size,3″
1437,Screen dots,"920,000"
1437,Max shutter speed,1/8000 sec
1437,Storage types,"Compact Flash (Type I or II), Memory Stick Duo / Pro Duo"
1437,USB,USB 2.0 (480 Mbit/sec)
1437,Weight (inc. batteries),768 g (1.69 lb / 27.09 oz)
1437,Dimensions,142 x 105 x 80 mm (5.59 x 4.13 x 3.15″)
1437,GPS,None
1438,Body type,Mid-size SLR
1438,Max resolution,3648 x 2736
1438,Effective pixels,10 megapixels
1438,Sensor size,Four Thirds (17.3 x 13 mm)
1438,Sensor type,CMOS
1438,ISO,"Auto, 100, 200, 400, 800, 1600"
1438,Lens mount,Four Thirds
1438,Focal length mult.,2×
1438,Articulated LCD,No
1438,Screen size,2.5″
1438,Screen dots,"207,000"
1438,Max shutter speed,1/4000 sec
1438,Storage types,SD/MMC/SDHC card
1438,USB,USB 2.0 (480 Mbit/sec)
1438,Weight (inc. batteries),556 g (1.23 lb / 19.61 oz)
1438,Dimensions,135 x 96 x 78 mm (5.31 x 3.78 x 3.07″)
1439,Body type,Compact
1439,Max resolution,3072 x 2304
1439,Effective pixels,7 megapixels
1439,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1439,Sensor type,CCD
1439,ISO,Auto (64 - 1000)
1439,Focal length (equiv.),38–114 mm
1439,Max aperture,F3.1–5.9
1439,Screen size,2.4″
1439,Screen dots,"115,000"
1439,Max shutter speed,1/1000 sec
1439,Storage types,"SD/MMC/SDHC card, Internal"
1439,USB,USB 2.0 (480 Mbit/sec)
1439,Weight (inc. batteries),225 g (0.50 lb / 7.94 oz)
1439,Dimensions,91 x 61 x 26 mm (3.58 x 2.4 x 1.02″)
1440,Body type,Compact
1440,Max resolution,3264 x 2448
1440,Effective pixels,8 megapixels
1440,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1440,Sensor type,CCD
1440,ISO,Auto (64 - 1000)
1440,Focal length (equiv.),35–105 mm
1440,Max aperture,F2.8–4.7
1440,Screen size,2.8″
1440,Screen dots,"230,000"
1440,Max shutter speed,1/1500 sec
1440,Storage types,"SD/MMC/SDHC card, Internal"
1440,USB,USB 2.0 (480 Mbit/sec)
1440,Weight (inc. batteries),225 g (0.50 lb / 7.94 oz)
1440,Dimensions,91 x 61 x 26 mm (3.58 x 2.4 x 1.02″)
1441,Body type,Compact
1441,Max resolution,3264 x 2448
1441,Effective pixels,8 megapixels
1441,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1441,Sensor type,CCD
1441,ISO,"Auto (64 - 1000), 64, 100, 200, 400, 800, 1600, 2000"
1441,Focal length (equiv.),28–102 mm
1441,Max aperture,F2.8–5.6
1441,Articulated LCD,No
1441,Screen size,2.4″
1441,Screen dots,"115,000"
1441,Max shutter speed,1/1000 sec
1441,Storage types,"SD/MMC/SDHC card, Internal"
1441,USB,USB 2.0 (480 Mbit/sec)
1441,Weight (inc. batteries),210 g (0.46 lb / 7.41 oz)
1441,Dimensions,95 x 66 x 44 mm (3.74 x 2.6 x 1.73″)
1441,GPS,None
1442,Body type,Compact
1442,Max resolution,4000 x 3000
1442,Effective pixels,12 megapixels
1442,Sensor size,"1/1.72"" (7.4 x 5.55 mm)"
1442,Sensor type,CCD
1442,ISO,"Auto (64 - 800), 64, 100, 200, 400, 800, 1600, 2000, (3200 at 5 MP)"
1442,Focal length (equiv.),35–123 mm
1442,Max aperture,F2.7–5.3
1442,Screen size,2.5″
1442,Screen dots,"230,000"
1442,Max shutter speed,1/2000 sec
1442,Storage types,"SD/SDHC card, Internal"
1442,USB,USB 2.0 (480 Mbit/sec)
1442,Weight (inc. batteries),250 g (0.55 lb / 8.82 oz)
1442,Dimensions,98 x 65 x 41 mm (3.86 x 2.56 x 1.61″)
1443,Body type,Ultracompact
1443,Max resolution,3264 x 2448
1443,Effective pixels,8 megapixels
1443,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1443,Sensor type,CCD
1443,ISO,"Auto (100 - 800), 100, 200, 400, 800, 1600"
1443,Focal length (equiv.),38–114 mm
1443,Max aperture,F3.3–4.2
1443,Screen size,3″
1443,Screen dots,"230,000"
1443,Max shutter speed,1/2000 sec
1443,Storage types,"SD/SDHC card, Internal"
1443,USB,USB 2.0 (480 Mbit/sec)
1443,Weight (inc. batteries),175 g (0.39 lb / 6.17 oz)
1443,Dimensions,93 x 59 x 21 mm (3.66 x 2.32 x 0.83″)
1444,Body type,Ultracompact
1444,Max resolution,3264 x 2448
1444,Effective pixels,8 megapixels
1444,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1444,Sensor type,CCD
1444,ISO,"Auto (100 - 800), 100, 200, 400, 800, 1600"
1444,Focal length (equiv.),38–114 mm
1444,Max aperture,F3.3–4.2
1444,Screen size,3″
1444,Screen dots,"230,000"
1444,Max shutter speed,1/2000 sec
1444,Storage types,"SD/SDHC card, Internal"
1444,USB,USB 2.0 (480 Mbit/sec)
1444,Weight (inc. batteries),175 g (0.39 lb / 6.17 oz)
1444,Dimensions,98 x 59 x 21 mm (3.86 x 2.32 x 0.83″)
1445,Body type,Ultracompact
1445,Max resolution,3264 x 2448
1445,Effective pixels,8 megapixels
1445,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1445,Sensor type,CCD
1445,ISO,"Auto (64-1000), 64, 100, 200, 400, 800, 1600, 2000"
1445,Focal length (equiv.),35–105 mm
1445,Max aperture,F2.8–4.7
1445,Screen size,2.5″
1445,Screen dots,"230,000"
1445,Max shutter speed,1/1500 sec
1445,Storage types,"SD/SDHC card, Internal"
1445,USB,USB 2.0 (480 Mbit/sec)
1445,Weight (inc. batteries),125 g (0.28 lb / 4.41 oz)
1445,Dimensions,88 x 51 x 22 mm (3.46 x 2.01 x 0.87″)
1446,Body type,Ultracompact
1446,Max resolution,4000 x 3000
1446,Effective pixels,12 megapixels
1446,Sensor size,"1/1.72"" (7.4 x 5.55 mm)"
1446,Sensor type,CCD
1446,ISO,"Auto (64 - 1000), 64, 100, 200, 400, 800, 1600, 2000 (3200 at lower res)"
1446,Focal length (equiv.),37–111 mm
1446,Max aperture,F2.8–5.4
1446,Screen size,2.7″
1446,Screen dots,"230,000"
1446,Storage types,"SD/MMC/SDHC card, Internal"
1446,USB,USB 2.0 (480 Mbit/sec)
1446,Weight (inc. batteries),170 g (0.37 lb / 6.00 oz)
1446,Dimensions,89 x 53 x 23 mm (3.5 x 2.09 x 0.91″)
1447,Body type,Compact
1447,Max resolution,3648 x 2432
1447,Effective pixels,10 megapixels
1447,Sensor size,"1/1.75"" (7.36 x 5.52 mm)"
1447,Sensor type,CCD
1447,ISO,"Auto, 80, 100, 200, 400, 800, 1600, 3200"
1447,Focal length (equiv.),38–114 mm
1447,Max aperture,F2.8–5.1
1447,Screen size,2.6″
1447,Screen dots,"115,000"
1447,Max shutter speed,1/1000 sec
1447,Storage types,"SC/SDHC/MMC/MMCplus, internal"
1447,USB,USB 2.0 (480 Mbit/sec)
1447,Weight (inc. batteries),165 g (0.36 lb / 5.82 oz)
1447,Dimensions,91 x 57 x 24 mm (3.58 x 2.24 x 0.94″)
1448,Body type,Compact
1448,Max resolution,3264 x 2448
1448,Effective pixels,8 megapixels
1448,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1448,Sensor type,CCD
1448,ISO,"Auto, 64, 100, 200, 400, 800, (up to 1600 with limitations)"
1448,Focal length (equiv.),38–266 mm
1448,Max aperture,F3.4–5.3
1448,Screen size,2.5″
1448,Screen dots,"230,400"
1448,Max shutter speed,1/800 sec
1448,Storage types,"SD/SDHC/MMC card, Internal"
1448,USB,USB 2.0 (480 Mbit/sec)
1448,Weight (inc. batteries),199 g (0.44 lb / 7.02 oz)
1448,Dimensions,96 x 60 x 25 mm (3.78 x 2.36 x 0.98″)
1449,Body type,Ultracompact
1449,Max resolution,3264 x 2448
1449,Effective pixels,8 megapixels
1449,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1449,Sensor type,CCD
1449,ISO,"Auto, 64, 100, 200, 400, 800, 1600"
1449,Focal length (equiv.),28–200 mm
1449,Max aperture,F3.3–5.2
1449,Articulated LCD,No
1449,Screen size,2.7″
1449,Screen dots,"230,000"
1449,Max shutter speed,1/2000 sec
1449,Storage types,"SD/SDHC/MMC card, Internal"
1449,USB,USB 2.0 (480 Mbit/sec)
1449,Weight (inc. batteries),135 g (0.30 lb / 4.76 oz)
1449,Dimensions,100 x 55 x 23 mm (3.94 x 2.17 x 0.91″)
1449,GPS,None
1454,Body type,Large SLR
1454,Max resolution,4256 x 2832
1454,Effective pixels,12 megapixels
1454,Sensor size,Full frame (36 x 23.9 mm)
1454,Sensor type,CMOS
1454,ISO,"200, 400, 800, 1600, 3200, 6400 (100 - 25600 with boost)"
1454,Lens mount,Nikon F
1454,Focal length mult.,1×
1454,Articulated LCD,Fixed
1454,Screen size,3″
1454,Screen dots,"922,000"
1454,Max shutter speed,1/8000 sec
1454,Storage types,Compact Flash (Type I or II) x2
1454,USB,USB 2.0 (480 Mbit/sec)
1454,Weight (inc. batteries),1300 g (2.87 lb / 45.86 oz)
1454,Dimensions,160 x 157 x 88 mm (6.3 x 6.18 x 3.46″)
1454,GPS,Optional
1455,Body type,Mid-size SLR
1455,Max resolution,4288 x 2848
1455,Effective pixels,12 megapixels
1455,Sensor size,APS-C (23.6 x 15.8 mm)
1455,Sensor type,CMOS
1455,ISO,"200 - 3200 in 1, 1/2 or 1/3 EV steps (100 - 6400 with boost)"
1455,Lens mount,Nikon F
1455,Focal length mult.,1.5×
1455,Articulated LCD,Fixed
1455,Screen size,3″
1455,Screen dots,"922,000"
1455,Max shutter speed,1/8000 sec
1455,Storage types,Compact Flash (Type I or II)
1455,USB,USB 2.0 (480 Mbit/sec)
1455,Weight (inc. batteries),925 g (2.04 lb / 32.63 oz)
1455,Dimensions,147 x 114 x 74 mm (5.79 x 4.49 x 2.91″)
1455,GPS,Optional
1456,Body type,Compact
1456,Max resolution,3072 x 2304
1456,Effective pixels,7 megapixels
1456,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1456,Sensor type,CCD
1456,ISO,Auto (64 - 640)
1456,Focal length (equiv.),38–114 mm
1456,Max aperture,F3.1–5.9
1456,Screen size,2.5″
1456,Screen dots,"154,000"
1456,Max shutter speed,1/2000 sec
1456,Storage types,"xD Picture Card, Internal"
1456,USB,USB 2.0 (480 Mbit/sec)
1456,Weight (inc. batteries),122 g (0.27 lb / 4.30 oz)
1456,Dimensions,90 x 63 x 31 mm (3.54 x 2.48 x 1.22″)
1457,Body type,Ultracompact
1457,Max resolution,3264 x 2448
1457,Effective pixels,8 megapixels
1457,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
1457,Sensor type,CCD
1457,ISO,"Auto (50 - 800), 50 - 1600"
1457,Focal length (equiv.),36–108 mm
1457,Max aperture,F3.1–5.9
1457,Screen size,2.5″
1457,Screen dots,"230,000"
1457,Max shutter speed,1/2000 sec
1457,Storage types,"xD Picture Card, Internal"
1457,USB,USB 2.0 (480 Mbit/sec)
1457,Weight (inc. batteries),108 g (0.24 lb / 3.81 oz)
1457,Dimensions,92 x 56 x 19 mm (3.62 x 2.2 x 0.75″)
1458,Body type,Ultracompact
1458,Max resolution,3072 x 2304
1458,Effective pixels,7 megapixels
1458,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1458,Sensor type,CCD
1458,ISO,"Auto (64 - 640), 64 - 640"
1458,Focal length (equiv.),28–112 mm
1458,Max aperture,F2.7–5.4
1458,Screen size,3″
1458,Screen dots,"234,000"
1458,Max shutter speed,1/2000 sec
1458,Storage types,"xD Picture Card, Internal"
1458,USB,USB 2.0 (480 Mbit/sec)
1458,Weight (inc. batteries),142 g (0.31 lb / 5.01 oz)
1458,Dimensions,98 x 56 x 27 mm (3.86 x 2.2 x 1.06″)
1459,Body type,Ultracompact
1459,Max resolution,4000 x 3000
1459,Effective pixels,12 megapixels
1459,Sensor size,"1/1.72"" (7.4 x 5.55 mm)"
1459,Sensor type,CCD
1459,ISO,"Auto (64 - 3200), up to ISO 6400 in reduced pixel mode"
1459,Focal length (equiv.),35–105 mm
1459,Max aperture,F2.8–4.7
1459,Screen size,2.5″
1459,Screen dots,"230,000"
1459,Max shutter speed,1/1000 sec
1459,Storage types,"xD Picture Card, Internal"
1459,USB,USB 2.0 (480 Mbit/sec)
1459,Weight (inc. batteries),115 g (0.25 lb / 4.06 oz)
1459,Dimensions,94 x 57 x 22 mm (3.7 x 2.24 x 0.87″)
1460,Body type,Compact
1460,Max resolution,3072 x 2304
1460,Effective pixels,7 megapixels
1460,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
1460,Sensor type,CCD
1460,ISO,"Auto (100 - 400), 80 - 1600"
1460,Focal length (equiv.),38–114 mm
1460,Max aperture,F3.5–5
1460,Screen size,2.5″
1460,Screen dots,"230,000"
1460,Max shutter speed,1/2000 sec
1460,Storage types,"xD Picture Card, Internal"
1460,USB,USB 2.0 (480 Mbit/sec)
1460,Weight (inc. batteries),155 g (0.34 lb / 5.47 oz)
1460,Dimensions,92 x 59 x 21 mm (3.62 x 2.32 x 0.83″)
1461,Body type,Ultracompact
1461,Max resolution,3264 x 2488
1461,Effective pixels,8 megapixels
1461,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
1461,Sensor type,CCD
1461,ISO,"Auto (50 - 400), 80 - 1600, 3200 @ 3MP"
1461,Focal length (equiv.),36–180 mm
1461,Max aperture,F3.3–5
1461,Screen size,2.7″
1461,Screen dots,"230,000"
1461,Max shutter speed,1/2000 sec
1461,Storage types,"xD Picture Card, Internal"
1461,USB,USB 2.0 (480 Mbit/sec)
1461,Weight (inc. batteries),165 g (0.36 lb / 5.82 oz)
1461,Dimensions,96 x 56 x 24 mm (3.78 x 2.2 x 0.94″)
1462,Body type,Ultracompact
1462,Max resolution,3248 x 2436
1462,Effective pixels,8 megapixels
1462,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
1462,Sensor type,CCD
1462,ISO,"Auto (80 - 400), 80 � 1600"
1462,Focal length (equiv.),36–180 mm
1462,Max aperture,F3.3
1462,Screen size,2.5″
1462,Screen dots,"230,000"
1462,Max shutter speed,1/2000 sec
1462,Storage types,"xD Picture Card, Internal"
1462,USB,USB 2.0 (480 Mbit/sec)
1462,Weight (inc. batteries),165 g (0.36 lb / 5.82 oz)
1462,Dimensions,100 x 55 x 24 mm (3.94 x 2.17 x 0.94″)
1463,Body type,Ultracompact
1463,Max resolution,4000 x 3000
1463,Effective pixels,12 megapixels
1463,Sensor size,"1/1.72"" (7.4 x 5.55 mm)"
1463,Sensor type,CCD
1463,ISO,"Auto (50 - 400), 80 - 1600, 3200 & 6400 @ 3MP"
1463,Focal length (equiv.),35–105 mm
1463,Max aperture,F2.8
1463,Screen size,2.7″
1463,Screen dots,"230,000"
1463,Max shutter speed,1/1000 sec
1463,Storage types,"xD Picture Card, Internal"
1463,USB,USB 2.0 (480 Mbit/sec)
1463,Weight (inc. batteries),125 g (0.28 lb / 4.41 oz)
1463,Dimensions,98 x 56 x 23 mm (3.86 x 2.2 x 0.91″)
1464,Body type,Compact
1464,Max resolution,3264 x 2448
1464,Effective pixels,8 megapixels
1464,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
1464,Sensor type,CCD
1464,ISO,"Auto, 50 - 3200, 6400 in reduced pixel mode"
1464,Focal length (equiv.),27–486 mm
1464,Max aperture,F2.8–4.5
1464,Screen size,2.5″
1464,Screen dots,"230,000"
1464,Max shutter speed,1/2000 sec
1464,Storage types,"xD Picture Card, Internal"
1464,USB,USB 2.0 (480 Mbit/sec)
1464,Weight (inc. batteries),365 g (0.80 lb / 12.87 oz)
1464,Dimensions,116 x 79 x 78 mm (4.57 x 3.11 x 3.07″)
1465,Body type,Ultracompact
1465,Max resolution,3648 x 2736
1465,Effective pixels,10 megapixels
1465,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1465,Sensor type,CCD
1465,ISO,"Auto (64 � 800), 64 � 3200"
1465,Focal length (equiv.),38–114 mm
1465,Max aperture,F2.8–5.4
1465,Screen size,2.5″
1465,Screen dots,"232,000"
1465,Max shutter speed,1/2000 sec
1465,Format,MPEG-4
1465,Storage types,"SD/MMC/SDHC card, Internal"
1465,USB,USB 2.0 (480 Mbit/sec)
1465,Weight (inc. batteries),116 g (0.26 lb / 4.09 oz)
1465,Dimensions,86 x 53 x 20 mm (3.39 x 2.09 x 0.79″)
1466,Body type,Ultracompact
1466,Max resolution,3264 x 2448
1466,Effective pixels,8 megapixels
1466,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1466,Sensor type,CCD
1466,ISO,"Auto (64 � 400), 64 � 3200"
1466,Focal length (equiv.),38–266 mm
1466,Max aperture,F3.5
1466,Screen size,2.5″
1466,Screen dots,"230,000"
1466,Max shutter speed,1/1440 sec
1466,Format,MPEG-4
1466,Storage types,"SD/MMC/SDHC card, Internal"
1466,USB,USB 2.0 (480 Mbit/sec)
1466,Dimensions,94 x 58 x 25 mm (3.7 x 2.28 x 0.98″)
1467,Body type,Ultracompact
1467,Max resolution,3264 x 2448
1467,Effective pixels,8 megapixels
1467,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1467,Sensor type,CCD
1467,ISO,"Auto, 80, 100, 200, 400, 800, 1600, 3200"
1467,Focal length (equiv.),35–175 mm
1467,Max aperture,F3.5–4.4
1467,Screen size,3.5″
1467,Screen dots,"230,000"
1467,Max shutter speed,1/1000 sec
1467,Format,MPEG VX
1467,Storage types,"Memory Stick Duo / Pro Duo, Internal"
1467,USB,USB 2.0 (480 Mbit/sec)
1467,Weight (inc. batteries),160 g (0.35 lb / 5.64 oz)
1467,Dimensions,94 x 59 x 20 mm (3.7 x 2.32 x 0.79″)
1468,Body type,Compact
1468,Max resolution,3264 x 2448
1468,Effective pixels,8 megapixels
1468,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1468,Sensor type,CCD
1468,ISO,"Auto, 100, 200, 400, 800, 1600, 3200"
1468,Focal length (equiv.),38–380 mm
1468,Max aperture,F3.5–4.4
1468,Articulated LCD,No
1468,Screen size,2.5″
1468,Screen dots,"115,000"
1468,Max shutter speed,1/2000 sec
1468,Storage types,"Memory Stick Duo / Pro Duo, Internal"
1468,USB,USB 2.0 (480 Mbit/sec)
1468,Weight (inc. batteries),264 g (0.58 lb / 9.31 oz)
1468,Dimensions,106 x 69 x 48 mm (4.17 x 2.72 x 1.89″)
1468,GPS,None
1469,Body type,Compact
1469,Max resolution,4000 x 3000
1469,Effective pixels,12 megapixels
1469,Sensor size,"1/1.7"" (7.44 x 5.58 mm)"
1469,Sensor type,CCD
1469,ISO,"Auto, 80 ,100, 200, 400, 800, 1600"
1469,Focal length (equiv.),35–210 mm
1469,Max aperture,F2.8–4.8
1469,Screen size,2.5″
1469,Screen dots,"173,000"
1469,Max shutter speed,1/2000 sec
1469,Storage types,SD/MMC/SDHC card
1469,USB,USB 2.0 (480 Mbit/sec)
1469,Weight (inc. batteries),300 g (0.66 lb / 10.58 oz)
1469,Dimensions,112 x 68 x 56 mm (4.41 x 2.68 x 2.2″)
1470,Body type,Compact
1470,Max resolution,3264 x 2448
1470,Effective pixels,8 megapixels
1470,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
